Lightning Mapping Array analyzed data
Analysis program: /home/lma_admin/lma_analysis -d 20240911 -t 235000 -s 600 -l /home/lma_admin/lma/loc/hlma.loc -o /home/lma_admin/Scripts/Processed/240911/ -x 5.00 -y 500.00 --decimate 80
Analysis program version: 10.14.5R
File created: Thu Sep 12 16:08:55 2024
Data start time: 09/11/24 23:50:00
Number of seconds analyzed: 600
Location: LYLOUT
Coordinate center (lat,lon,alt): 29.7600000 -95.3700000 -200.00
Coordinate frame: cartesian
Maximum diameter of LMA (km): 3287.246
Maximum light-time across LMA (ns): 10967265
Number of stations: 15
Number of active stations: 9
Active stations: A D F H I J K M N
Minimum number of stations per solution: 6
Maximum reduced chi-squared: 5.00
Maximum number of chi-squared iterations: 20
Station information: id, name, lat(d), lon(d), alt(m), delay(ns), board_rev, rec_ch
Sta_info: A  CyFairISD          29.9392583  -95.6464869    24.31   45 52  3
Sta_info: B  Mobile WTLMA1      30.1573300  -95.3209820    25.82   45 52  3
Sta_info: C  Johnson Space Center   29.5670202  -95.0984633    -2.93   45 52  3
Sta_info: D  Sugarland          29.6196458  -95.6576139     3.06   45 52  3
Sta_info: E  TAMU 1             30.6461624  -96.2979071    75.82   45 52  2
Sta_info: F  Houston SW Airport   29.5050035  -95.4759368     6.89   45 52  3
Sta_info: G  Addicks            29.7679573  -95.6452786    15.23   45 52  3
Sta_info: H  KatoenNatie        29.7913451  -94.8828558    -5.65   45 52  3
Sta_info: I  TAMU 2             30.6462000  -96.2979000    69.02   45 52  3
Sta_info: J  Lone Star College   30.0019908  -95.3840236     6.76   45 52  3
Sta_info: K  Alvin              29.4407042  -95.2733397    -5.24   45 52  3
Sta_info: P  May                30.0581250  -95.0614192     5.62   45 52  3
Sta_info: M  Galveston          29.3159000  -94.8220000    -2.99   45 52  3
Sta_info: N  Bay City Airport   28.9700275  -95.8571569    -4.20   45 52  3
Sta_info: 3  O                   0.6205731  -97.3949969   173.07   45 52  3
Station data: id, name, win(us), dec_win(us), data_ver, rms_error(ns), sources, %, <P/P_m>, active
Sta_data: A  CyFairISD           80    12   70      331  52.3  0.35   A
Sta_data: B  Mobile WTLMA1        0     0   70        0   0.0  0.00  NA
Sta_data: C  Johnson Space Center     0     0   70        0   0.0  0.00  NA
Sta_data: D  Sugarland           80    12   70      339  53.6  0.74   A
Sta_data: E  TAMU 1               0     0   70        0   0.0  0.00  NA
Sta_data: F  Houston SW Airport    80    12   70      370  58.5  5.29   A
Sta_data: G  Addicks              0     0   70        0   0.0  0.00  NA
Sta_data: H  KatoenNatie         80    12   70      384  60.7  0.19   A
Sta_data: I  TAMU 2              80    12   70      537  84.8  0.48   A
Sta_data: J  Lone Star College    80    12   70      392  61.9  1.97   A
Sta_data: K  Alvin               80    12   70      539  85.2  6.47   A
Sta_data: P  May                  0     0   70        0   0.0  0.00  NA
Sta_data: M  Galveston           80    12   70      428  67.6  9.78   A
Sta_data: N  Bay City Airport    80    12   70      480  75.8  0.66   A
Sta_data: 3  O                    0     0   70        0   0.0  0.00  NA
Metric file version: 4
Station mask order: 3NMPKJIHGFEDCBA
Data: time (UT sec of day), lat, lon, alt(m), reduced chi^2, P(dBW), mask
Data format: 15.9f 12.8f 13.8f 9.2f 6.2f 5.1f 6x
Number of events: 633
*** data ***
85801.746898048  29.44176194  -95.85439306  17648.52 197.57  -9.1 0x3328
85802.027343430  28.19164286  -97.50808664 231549.95 109.65  -1.8 0x3581
85804.011674629  30.34789288  -96.32476188 166004.88   8.59  -5.7 0x3381
85806.534354953  28.97602306  -95.78939873 124647.35 442.34  -3.4 0x35a0
85807.259142747  29.94192169  -96.93457985 529983.98 494.86   6.2 0x3708
85809.010134440  29.63648347  -95.39886054  60734.66 340.34 -10.4 0x2788
85810.059933622  29.34760829  -95.91863972  82129.22 285.93  -5.2 0x13a8
85810.562024934  28.47699396  -96.11284257  79778.09  33.44  -4.7 0x2721
85812.353524627  31.27352549  -95.67205184 165872.19 495.56  -3.7 0x3581
85814.952869413  30.52393136  -96.04258425 212516.06 298.37  -2.0 0x35a0
85817.910893252  29.31539791  -99.68480460 221434.43 419.13   5.1 0x3708
85822.535357690  30.09006450  -95.24853091   6712.60 241.24 -12.2 0x15a8
85822.894934847  30.97252018  -94.92904673 135500.72 301.13   1.3 0x07a8
85826.360584812  29.64503067  -96.20596370  84034.78 225.63  -7.4 0x3321
85827.844258847  29.13964596  -95.21751523  94621.43 334.38  -7.0 0x3381
85833.345002695  28.80244494  -95.30125345 550004.75  28.45  10.3 0x3720
85836.113042501  32.28475565  -94.13812431 268191.03 123.80   2.6 0x13a1
85836.796681184  29.60882230  -96.04853505 124046.90 249.84  -8.6 0x3381
85837.531156735  29.51284310  -95.53139474  25838.78 427.01 -13.6 0x2629
85839.905431479  30.19921813  -95.69590920  47661.69 330.32 -11.8 0x15a1
85845.279545000  29.85155150  -94.78404156 109524.74  18.16  -6.6 0x31a1
85846.007766954  29.99660905  -95.55440127  14841.38 107.93 -15.3 0x0729
85846.415543572  29.42251268  -95.70340321  18231.90  46.37 -12.9 0x3309
85856.865780351  30.10397205  -94.81040351  51498.60  55.73  -8.4 0x3388
85857.201285932  30.11415428  -95.85562941  45801.94 213.82 -10.8 0x2788
85861.410975156  29.75265422  -95.46614772  13313.46 184.83 -11.4 0x35a1
85868.694361158  29.83062505  -94.31762466 107095.14  68.45  -3.2 0x3429
85870.708858299  29.84614983  -94.91902116  23452.04 373.42  -5.8 0x3588
85884.240145407  29.92296281  -93.93119838 198336.89  53.48  -1.9 0x3588
