,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,73852.924786011,30.01864499,-95.5128068,21223.51,34.19,-15.8,8873
1,2024,9,11,73863.635543077,29.47094667,-95.33580356,39397.67,36.24,-11.8,9640
2,2024,9,11,73863.785957675,30.1413405,-94.98348268,338396.49,6.51,1.1,10120
3,2024,9,11,73864.800232842,26.86077178,-95.95961311,287961.79,25.95,0.8,13185
4,2024,9,11,73866.153427356,29.88445241,-95.48352928,31337.73,22.77,-10.3,9640
8,2024,9,11,73930.770337938,29.23991802,-95.81524726,109122.36,30.46,-6.5,14208
11,2024,9,11,74002.238950557,31.92667208,-93.49067516,256240.63,35.32,4.9,9640
13,2024,9,11,74039.922367116,30.5159555,-89.89536055,230850.63,48.33,7.2,13728
15,2024,9,11,74049.598529089,29.52982433,-95.06738552,48511.96,46.55,-10.4,14208
16,2024,9,11,74051.022904185,29.93060693,-92.69438018,476709.22,13.07,3.8,13185
22,2024,9,11,74159.235958464,29.00910775,-97.02995197,148737.76,27.83,-4.0,13192
24,2024,9,11,74236.022117391,32.40558061,-104.8470552,408714.49,8.89,9.6,10120
25,2024,9,11,74248.530248229,30.09739919,-94.98113736,248443.38,0.37,1.4,13728
27,2024,9,11,74274.745806307,29.76353415,-95.73044853,63688.19,27.09,-10.0,9993
28,2024,9,11,74278.264981239,29.1885771,-96.64800774,105340.47,4.48,-6.2,8873
29,2024,9,11,74312.33717516,29.4737473,-95.26242274,64937.47,32.21,-9.6,9993
30,2024,9,11,74342.737247089,26.62569998,-95.80403982,106932.08,48.88,1.1,13192
31,2024,9,11,74383.503708961,29.67068728,-96.41320492,44237.17,4.39,-9.0,9128
32,2024,9,11,74389.018488663,30.05710473,-93.49885865,413612.84,21.67,3.9,9128
