,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
2,2024,9,11,81780.756044485,30.58748887,-95.4794474,145079.67,40.09,-2.6,9640
3,2024,9,11,81788.397131764,29.76984522,-94.01898586,187136.98,42.57,-1.0,9640
9,2024,9,11,81832.352639344,33.5130462,-99.29144356,1145518.5,1.85,12.2,12705
12,2024,9,11,81857.709214406,29.03790103,-94.79399354,134921.1,1.91,-4.9,10144
18,2024,9,11,81915.983060643,29.21932247,-95.20135526,322213.9,48.99,1.6,14208
20,2024,9,11,81936.337333065,32.30863108,-100.10696379,1723071.97,13.85,14.4,14208
23,2024,9,11,81994.255988133,30.16195786,-95.83720544,142376.15,5.18,-6.6,12705
24,2024,9,11,81998.176710807,29.80270725,-95.13771214,66657.31,25.38,-8.6,10144
27,2024,9,11,82047.696661072,29.54655677,-94.56927371,114831.21,9.01,-4.2,14208
29,2024,9,11,82108.056553652,28.52133149,-96.32578066,48701.25,30.78,-5.1,13096
31,2024,9,11,82159.070599693,29.62403226,-95.53481376,37010.84,12.57,-12.2,13096
