,year,month,day,time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
0,2024,9,11,81002.952457441,30.54268004,-95.26202533,129396.87,11.85,-3.0,9993
1,2024,9,11,81022.116448712,30.11221851,-96.16183792,226553.45,46.13,-0.9,9001
2,2024,9,11,81028.978430413,32.04003629,-94.95137828,113417.16,2.53,1.3,5897
3,2024,9,11,81079.332748788,29.85800497,-95.22148555,21355.6,2.85,-11.5,5673
4,2024,9,11,81090.694388079,29.54844262,-95.46677399,62120.16,43.48,-10.6,9993
5,2024,9,11,81099.451113936,29.57028473,-95.3782819,91151.06,8.14,-8.4,12585
6,2024,9,11,81101.372545885,30.60197378,-94.27661636,175632.36,31.31,-1.0,6048
7,2024,9,11,81122.185290134,28.70015631,-94.84829577,358468.41,42.4,1.3,10120
8,2024,9,11,81122.98376679,30.36560502,-97.67346238,191332.6,20.27,2.6,14112
9,2024,9,11,81154.459587429,29.48792752,-94.98980827,77555.95,42.62,-7.5,14112
10,2024,9,11,81299.286395216,23.91204559,-98.60542118,385547.49,5.02,7.8,13065
11,2024,9,11,81358.456446715,29.7034744,-95.79080331,42926.97,33.17,-11.5,14208
12,2024,9,11,81415.091545772,29.84031925,-96.59115333,42258.6,45.57,-7.5,14112
13,2024,9,11,81438.719833591,31.92062823,-93.83971114,361390.69,37.32,1.9,9633
14,2024,9,11,81447.034756019,30.70593757,-95.36194414,25541.99,41.98,-5.3,13577
15,2024,9,11,81475.92388878,29.81205709,-95.5922112,38878.59,45.37,-12.7,13096
16,2024,9,11,81478.242110119,30.4970373,-94.19782418,311362.41,47.13,0.9,9128
17,2024,9,11,81499.931006064,29.96167601,-94.10468181,201732.7,37.97,-2.0,13216
18,2024,9,11,81506.364103205,30.93281766,-94.85954267,275696.09,20.35,-0.4,13089
19,2024,9,11,81545.176754408,29.39936594,-96.74441227,63023.9,26.25,0.1,5032
20,2024,9,11,81569.606116375,37.21933713,-89.95407178,890199.55,45.61,13.9,12712
21,2024,9,11,81571.141269003,27.9798845,-97.75425238,60994.25,7.88,-0.3,13577
22,2024,9,11,81599.204730003,30.10812956,-95.48353167,68209.49,17.89,-6.6,5544
